Exemplar.Row,Exemplar.Col,Jaccard,Group
101001,101002,0.185185185185185,P1
101001,101003,0.275862068965517,P1
101001,101004,0.209677419354839,P1
101001,101005,0.204081632653061,P1
101001,101006,0.145454545454545,P1
101001,101007,0.2,P1
101001,101008,0.228070175438596,P1
101001,101009,0.19672131147541,P1
101001,101010,0.254901960784314,P1
101001,101011,0.288461538461538,P1
101001,101012,0.2,P1
101001,101013,0.175438596491228,P1
101001,101014,0.206349206349206,P1
101001,101015,0.169491525423729,P1
101001,101016,0.145454545454545,P1
101001,101017,0.145161290322581,P1
101001,101018,0.26,P1
101001,101019,0.131147540983607,P1
101001,101020,0.163636363636364,P1
101002,101003,0.172413793103448,P1
101002,101004,0.326923076923077,P1
101002,101005,0.152173913043478,P1
101002,101006,0.212765957446809,P1
101002,101007,0.222222222222222,P1
101002,101008,0.142857142857143,P1
101002,101009,0.116666666666667,P1
101002,101010,0.16,P1
101002,101011,0.244897959183673,P1
101002,101012,0.153846153846154,P1
101002,101013,0.12962962962963,P1
101002,101014,0.147540983606557,P1
101002,101015,0.166666666666667,P1
101002,101016,0.0961538461538462,P1
101002,101017,0.181818181818182,P1
101002,101018,0.212765957446809,P1
101002,101019,0.211538461538462,P1
101002,101020,0.208333333333333,P1
101003,101004,0.274193548387097,P1
101003,101005,0.125,P1
101003,101006,0.135593220338983,P1
101003,101007,0.266666666666667,P1
101003,101008,0.174603174603175,P1
101003,101009,0.283333333333333,P1
101003,101010,0.192982456140351,P1
101003,101011,0.339622641509434,P1
101003,101012,0.166666666666667,P1
101003,101013,0.163934426229508,P1
101003,101014,0.194029850746269,P1
101003,101015,0.23728813559322,P1
101003,101016,0.135593220338983,P1
101003,101017,0.171875,P1
101003,101018,0.196428571428571,P1
101003,101019,0.23728813559322,P1
101003,101020,0.214285714285714,P1
101004,101005,0.230769230769231,P1
101004,101006,0.283018867924528,P1
101004,101007,0.184615384615385,P1
101004,101008,0.19047619047619,P1
101004,101009,0.2,P1
101004,101010,0.210526315789474,P1
101004,101011,0.285714285714286,P1
101004,101012,0.183333333333333,P1
101004,101013,0.161290322580645,P1
101004,101014,0.246153846153846,P1
101004,101015,0.233333333333333,P1
101004,101016,0.152542372881356,P1
101004,101017,0.245901639344262,P1
101004,101018,0.214285714285714,P1
101004,101019,0.233333333333333,P1
101004,101020,0.210526315789474,P1
101005,101006,0.181818181818182,P1
101005,101007,0.196078431372549,P1
101005,101008,0.18,P1
101005,101009,0.148148148148148,P1
101005,101010,0.177777777777778,P1
101005,101011,0.244444444444444,P1
101005,101012,0.1,P1
101005,101013,0.191489361702128,P1
101005,101014,0.181818181818182,P1
101005,101015,0.16,P1
101005,101016,0.238095238095238,P1
101005,101017,0.2,P1
101005,101018,0.0833333333333333,P1
101005,101019,0.183673469387755,P1
101005,101020,0.177777777777778,P1
101006,101007,0.181818181818182,P1
101006,101008,0.188679245283019,P1
101006,101009,0.0819672131147541,P1
101006,101010,0.212765957446809,P1
101006,101011,0.2,P1
101006,101012,0.204081632653061,P1
101006,101013,0.132075471698113,P1
101006,101014,0.169491525423729,P1
101006,101015,0.192307692307692,P1
101006,101016,0.191489361702128,P1
101006,101017,0.163636363636364,P1
101006,101018,0.244444444444444,P1
101006,101019,0.0689655172413793,P1
101006,101020,0.163265306122449,P1
101007,101008,0.333333333333333,P1
101007,101009,0.229508196721311,P1
101007,101010,0.137931034482759,P1
101007,101011,0.277777777777778,P1
101007,101012,0.214285714285714,P1
101007,101013,0.254545454545455,P1
101007,101014,0.21875,P1
101007,101015,0.203389830508475,P1
101007,101016,0.226415094339623,P1
101007,101017,0.258620689655172,P1
101007,101018,0.25,P1
101007,101019,0.245614035087719,P1
101007,101020,0.222222222222222,P1
101008,101009,0.23728813559322,P1
101008,101010,0.163636363636364,P1
101008,101011,0.218181818181818,P1
101008,101012,0.157894736842105,P1
101008,101013,0.218181818181818,P1
101008,101014,0.266666666666667,P1
101008,101015,0.169491525423729,P1
101008,101016,0.211538461538462,P1
101008,101017,0.163934426229508,P1
101008,101018,0.285714285714286,P1
101008,101019,0.277777777777778,P1
101008,101020,0.254901960784314,P1
101009,101010,0.155172413793103,P1
101009,101011,0.296296296296296,P1
101009,101012,0.15,P1
101009,101013,0.25,P1
101009,101014,0.196969696969697,P1
101009,101015,0.2,P1
101009,101016,0.178571428571429,P1
101009,101017,0.193548387096774,P1
101009,101018,0.178571428571429,P1
101009,101019,0.263157894736842,P1
101009,101020,0.135593220338983,P1
101010,101011,0.270833333333333,P1
101010,101012,0.2,P1
101010,101013,0.173076923076923,P1
101010,101014,0.166666666666667,P1
101010,101015,0.285714285714286,P1
101010,101016,0.1875,P1
101010,101017,0.181818181818182,P1
101010,101018,0.163265306122449,P1
101010,101019,0.166666666666667,P1
101010,101020,0.16,P1
101011,101012,0.166666666666667,P1
101011,101013,0.207547169811321,P1
101011,101014,0.23728813559322,P1
101011,101015,0.32,P1
101011,101016,0.224489795918367,P1
101011,101017,0.307692307692308,P1
101011,101018,0.276595744680851,P1
101011,101019,0.269230769230769,P1
101011,101020,0.244897959183673,P1
101012,101013,0.235294117647059,P1
101012,101014,0.180327868852459,P1
101012,101015,0.160714285714286,P1
101012,101016,0.0925925925925926,P1
101012,101017,0.175438596491228,P1
101012,101018,0.204081632653061,P1
101012,101019,0.226415094339623,P1
101012,101020,0.224489795918367,P1
101013,101014,0.140625,P1
101013,101015,0.346938775510204,P1
101013,101016,0.2,P1
101013,101017,0.192982456140351,P1
101013,101018,0.153846153846154,P1
101013,101019,0.178571428571429,P1
101013,101020,0.173076923076923,P1
101014,101015,0.136363636363636,P1
101014,101016,0.210526315789474,P1
101014,101017,0.241935483870968,P1
101014,101018,0.254545454545455,P1
101014,101019,0.293103448275862,P1
101014,101020,0.25,P1
101015,101016,0.169811320754717,P1
101015,101017,0.186440677966102,P1
101015,101018,0.192307692307692,P1
101015,101019,0.133333333333333,P1
101015,101020,0.211538461538462,P1
101016,101017,0.185185185185185,P1
101016,101018,0.142857142857143,P1
101016,101019,0.215686274509804,P1
101016,101020,0.163265306122449,P1
101017,101018,0.185185185185185,P1
101017,101019,0.186440677966102,P1
101017,101020,0.160714285714286,P1
